,Word,V_normalization,A_normalization
1362,摯愛,0.7,0.6538461538461537
1363,摯誠,0.6499999999999999,0.6282051282051282
1364,撒謊,0.44999999999999996,0.5256410256410255
1365,撫育,0.25,0.3461538461538461
1366,敵視,0.5,0.7051282051282051
1367,敵意,0.4,0.6794871794871795
1368,敵對,0.55,0.7564102564102564
1369,暴力,0.7,0.8589743589743588
1370,暴怒,0.8,0.9358974358974359
1371,暴躁,0.55,0.8846153846153846
1372,樂,0.3999999999999999,0.5769230769230769
1373,樂子,0.30000000000000004,0.3974358974358974
1374,樂不,0.050000000000000044,0.4230769230769231
1375,樂天,0.44999999999999996,0.4487179487179486
1376,樂在其中,0.5,0.5769230769230769
1377,樂此,0.3500000000000001,0.49999999999999994
1378,樂而,0.30000000000000004,0.4230769230769231
1379,樂得,0.30000000000000004,0.4230769230769231
1380,樂善,0.3500000000000001,0.4230769230769231
1381,樂園,0.3500000000000001,0.5512820512820513
1382,樂極生悲,0.55,0.7307692307692306
1383,樂趣,0.3500000000000001,0.49999999999999994
1384,樂觀,0.5,0.49999999999999994
1385,歎為觀止,0.3999999999999999,0.8333333333333333
1386,毅然,0.19999999999999996,0.6794871794871795
1387,潔淨,0.30000000000000004,0.4487179487179486
1388,熱切,0.30000000000000004,0.6794871794871795
1389,熱烈,0.3500000000000001,0.8333333333333333
1390,熱衷,0.3500000000000001,0.6794871794871795
1391,熱情,0.3999999999999999,0.6794871794871795
1392,熱望,0.30000000000000004,0.6282051282051282
1393,熱淚盈眶,0.0,0.8333333333333333
1394,熱鬧,0.3500000000000001,0.7051282051282051
1395,獎,0.44999999999999996,0.5256410256410255
1396,獎助,0.5,0.5256410256410255
1397,獎杯,0.6000000000000001,0.5512820512820513
1398,獎狀,0.6000000000000001,0.5256410256410255
1399,獎金,0.6499999999999999,0.5769230769230769
1400,獎品,0.6000000000000001,0.5769230769230769
1401,獎章,0.44999999999999996,0.49999999999999994
1402,獎牌,0.44999999999999996,0.5256410256410255
1403,獎賞,0.3999999999999999,0.5512820512820513
1404,獎學金,0.6000000000000001,0.5769230769230769
1405,獎勵,0.5,0.5256410256410255
1406,確定,0.30000000000000004,0.5256410256410255
1407,確信,0.30000000000000004,0.5512820512820513
1408,窮,0.35,0.37179487179487175
1409,窮困,0.5,0.3974358974358974
1410,糊塗,0.30000000000000004,0.3205128205128205
1411,緩和,0.050000000000000044,0.2692307692307692
1412,蔑視,0.6,0.7051282051282051
1413,衝突,0.4,0.7307692307692306
1414,衝擊,0.44999999999999996,0.7820512820512819
1415,調皮,0.0,0.4743589743589743
1416,調戲,0.35,0.6538461538461537
1417,賤民,0.7,0.8333333333333333
1418,賤骨頭,0.8,0.8589743589743588
1419,質疑,0.35,0.5769230769230769
1420,輝煌,0.5,0.6538461538461537
1421,適宜,0.3500000000000001,0.49999999999999994
1422,適時,0.30000000000000004,0.49999999999999994
1423,適當,0.30000000000000004,0.4487179487179486
1424,遭受,0.35,0.6025641025641024
1425,鋌而走險,0.5,0.7564102564102564
1426,震怒,0.65,0.9102564102564101
1427,震顫,0.44999999999999996,0.8076923076923077
1428,震驚,0.35,0.8076923076923077
1429,霉運,0.55,0.5512820512820513
1430,養育,0.30000000000000004,0.37179487179487175
1431,魄力,0.5,0.6538461538461537
1432,魅力,0.55,0.5769230769230769
1433,懊悔,0.4,0.6794871794871795
1434,懊惱,0.44999999999999996,0.7564102564102564
1435,戰火,0.5,0.7307692307692306
1436,戰爭,0.5,0.7820512820512819
1437,戰鬥,0.5,0.7564102564102564
1438,戰勝,0.6000000000000001,0.8076923076923077
1439,戰亂,0.5,0.7820512820512819
1440,擁抱,0.3500000000000001,0.5769230769230769
1441,擁護,0.3500000000000001,0.6282051282051282
1442,擅長,0.30000000000000004,0.49999999999999994
1443,操心,0.30000000000000004,0.5769230769230769
1444,操守,0.050000000000000044,0.3461538461538461
1445,操勞,0.35,0.5256410256410255
1446,擔保,0.0,0.4743589743589743
1447,擔憂,0.35,0.4743589743589743
1448,整齊,0.3999999999999999,0.3974358974358974
1449,整潔,0.44999999999999996,0.3974358974358974
1450,機敏,0.5,0.5769230769230769
1451,機警,0.5,0.6794871794871795
1452,機靈,0.5,0.6282051282051282
1453,激怒,0.6,0.8589743589743588
1454,激動,0.050000000000000044,0.8589743589743588
1455,激情,0.10000000000000009,0.8076923076923077
1456,激勵,0.55,0.7307692307692306
1457,獨自,0.19999999999999996,0.2692307692307692
1458,獨創,0.30000000000000004,0.3974358974358974
1459,瘸,0.4,0.3205128205128205
1460,積極,0.3999999999999999,0.7051282051282051
1461,罹難,0.8,0.7564102564102564
1462,膩,0.35,0.37179487179487175
1463,興旺,0.44999999999999996,0.5769230769230769
1464,興致,0.30000000000000004,0.6282051282051282
1465,興趣,0.3999999999999999,0.5512820512820513
1466,興奮,0.6000000000000001,0.7820512820512819
1467,融洽,0.6000000000000001,0.49999999999999994
1468,褫奪,0.6,0.8076923076923077
1469,親,0.3999999999999999,0.6025641025641024
1470,親吻,0.55,0.8076923076923077
1471,親和,0.5,0.4230769230769231
1472,親密,0.6499999999999999,0.6538461538461537
1473,諷刺,0.5,0.7307692307692306
1474,諾言,0.44999999999999996,0.6025641025641024
1475,謀殺,0.85,0.8589743589743588
1476,踴躍,0.44999999999999996,0.7307692307692306
1477,蹂躪,0.7,0.8333333333333333
1478,輸家,0.5,0.49999999999999994
1479,輸掉,0.4,0.5256410256410255
1480,遲到,0.30000000000000004,0.49999999999999994
1481,遲鈍,0.35,0.3205128205128205
1482,遲疑,0.35,0.4743589743589743
1483,遺棄,0.55,0.6025641025641024
1484,遺憾,0.6,0.4743589743589743
1485,錯,0.5,0.4743589743589743
1486,錯亂,0.5,0.6538461538461537
1487,錯誤,0.44999999999999996,0.5769230769230769
1488,頭昏,0.44999999999999996,0.4487179487179486
1489,默哀,0.7,0.3974358974358974
1490,優,0.44999999999999996,0.5512820512820513
1491,優秀,0.6499999999999999,0.7051282051282051
1492,優良,0.6499999999999999,0.6538461538461537
1493,優柔寡斷,0.44999999999999996,0.4487179487179486
1494,優美,0.44999999999999996,0.5512820512820513
1495,優勝,0.6499999999999999,0.7307692307692306
1496,優惠,0.44999999999999996,0.6538461538461537
1497,優雅,0.44999999999999996,0.49999999999999994
1498,優勢,0.44999999999999996,0.6282051282051282
1499,優點,0.5,0.49999999999999994
1500,嚇,0.35,0.7307692307692306
1501,壓力,0.6,0.7307692307692306
1502,壓抑,0.6,0.5512820512820513
1503,壓制,0.35,0.6282051282051282
1504,壓迫,0.55,0.7820512820512819
1505,尷尬,0.30000000000000004,0.4487179487179486
1506,懦,0.44999999999999996,0.3974358974358974
1507,擊,0.050000000000000044,0.7051282051282051
1508,擊敗,0.25,0.7307692307692306
1509,濫用,0.5,0.5769230769230769
1510,濫情,0.5,0.6538461538461537
1511,燦爛,0.3999999999999999,0.6794871794871795
1512,獲勝,0.7,0.7820512820512819
1513,獲獎,0.7,0.7564102564102564
1514,瞧不起,0.44999999999999996,0.6538461538461537
1515,糟,0.4,0.4230769230769231
1516,糟糕,0.44999999999999996,0.5256410256410255
1517,糟蹋,0.65,0.7820512820512819
1518,繁瑣,0.30000000000000004,0.49999999999999994
1519,繃緊,0.19999999999999996,0.7820512820512819
1520,聰明,0.5,0.4743589743589743
1521,膽小,0.35,0.4487179487179486
1522,膽怯,0.44999999999999996,0.5256410256410255
1523,膽量,0.10000000000000009,0.4487179487179486
1524,膽戰心驚,0.55,0.8333333333333333
1525,艱困,0.44999999999999996,0.7051282051282051
1526,艱辛,0.5,0.6794871794871795
1527,艱苦,0.5,0.7051282051282051
1528,艱深,0.4,0.6794871794871795
1529,艱鉅,0.44999999999999996,0.7820512820512819
1530,艱險,0.5,0.8589743589743588
1531,艱澀,0.44999999999999996,0.7820512820512819
1532,艱難,0.44999999999999996,0.7820512820512819
1533,虧損,0.44999999999999996,0.5769230769230769
1534,褻瀆,0.65,0.8333333333333333
1535,謝天謝地,0.6000000000000001,0.8076923076923077
1536,謝意,0.30000000000000004,0.6282051282051282
1537,醜,0.35,0.3461538461538461
1538,鮮明,0.3500000000000001,0.5512820512820513
1539,鮮美,0.30000000000000004,0.5512820512820513
1540,嚮往,0.25,0.49999999999999994
1541,簡潔,0.30000000000000004,0.4743589743589743
1542,謹慎,0.3500000000000001,0.3974358974358974
1543,蹧蹋,0.6,0.7820512820512819
1544,鎮定,0.10000000000000009,0.2179487179487179
1545,鎮靜,0.10000000000000009,0.0897435897435897
1546,鎮壓,0.5,0.7564102564102564
1547,雜亂,0.35,0.5769230769230769
1548,鬆懈,0.35,0.3974358974358974
1549,壞人,0.4,0.5512820512820513
1550,壞心,0.4,0.6282051282051282
1551,壞死,0.55,0.49999999999999994
1552,壞事,0.4,0.5256410256410255
1553,壞處,0.4,0.49999999999999994
1554,壞話,0.4,0.49999999999999994
1555,壞運,0.5,0.5769230769230769
1556,寵愛,0.44999999999999996,0.5769230769230769
1557,懲罰,0.4,0.6538461538461537
1558,懶惰,0.4,0.37179487179487175
1559,懶散,0.35,0.24358974358974356
1560,懷鄉,0.0,0.4487179487179486
1561,爆發,0.19999999999999996,0.8333333333333333
1562,癡迷,0.30000000000000004,0.7307692307692306
1563,穩健,0.5,0.5256410256410255
1564,贊同,0.5,0.49999999999999994
1565,辭職,0.25,0.4743589743589743
1566,難吃,0.4,0.6025641025641024
1567,難堪,0.5,0.6794871794871795
1568,難過,0.5,0.5769230769230769
1569,難聞,0.35,0.5769230769230769
1570,難熬,0.6,0.7820512820512819
1571,難題,0.35,0.5256410256410255
1572,願,0.25,0.49999999999999994
1573,騙,0.4,0.6282051282051282
1574,嚴重,0.44999999999999996,0.7564102564102564
1575,嚴峻,0.5,0.8333333333333333
1576,嚴格,0.30000000000000004,0.7307692307692306
1577,嚴酷,0.55,0.8333333333333333
1578,嚴厲,0.30000000000000004,0.8076923076923077
1579,寶貴,0.5,0.49999999999999994
1580,競爭,0.0,0.7051282051282051
1581,耀眼,0.3999999999999999,0.6794871794871795
1582,觸目驚心,0.6,0.8846153846153846
1583,觸怒,0.55,0.8076923076923077
1584,觸景傷情,0.55,0.6538461538461537
1585,贏取,0.3500000000000001,0.6282051282051282
1586,贏錢,0.3999999999999999,0.6538461538461537
1587,騷動,0.25,0.7051282051282051
1588,騷擾,0.4,0.6282051282051282
1589,懼怕,0.6,0.7820512820512819
1590,爛,0.55,0.5769230769230769
1591,犧牲,0.35,0.7051282051282051
1592,纏身,0.35,0.6538461538461537
1593,纏訟,0.35,0.5769230769230769
1594,纏綿,0.44999999999999996,0.7051282051282051
1595,蠢,0.5,0.5256410256410255
1596,護,0.25,0.4230769230769231
1597,躊躇,0.19999999999999996,0.4743589743589743
1598,顧慮,0.19999999999999996,0.4487179487179486
1599,歡天喜地,0.7999999999999998,0.8589743589743588
1600,歡心,0.55,0.7051282051282051
1601,歡呼,0.55,0.7820512820512819
1602,歡欣,0.55,0.7564102564102564
1603,歡笑,0.6000000000000001,0.7307692307692306
1604,歡喜,0.6000000000000001,0.7307692307692306
1605,歡愉,0.3999999999999999,0.7307692307692306
1606,歡樂,0.55,0.7307692307692306
1607,歡聲,0.55,0.6538461538461537
1608,歡歡喜喜,0.75,0.7307692307692306
1609,顫抖,0.44999999999999996,0.7307692307692306
1610,驕傲,0.050000000000000044,0.6794871794871795
1611,髒,0.44999999999999996,0.4487179487179486
1612,攪亂,0.5,0.7051282051282051
1613,變味,0.4,0.5256410256410255
1614,變動,0.050000000000000044,0.6282051282051282
1615,變質,0.4,0.49999999999999994
1616,驚,0.050000000000000044,0.7564102564102564
1617,驚人,0.050000000000000044,0.8333333333333333
1618,驚心,0.10000000000000009,0.8333333333333333
1619,驚呆,0.1499999999999999,0.8589743589743588
1620,驚奇,0.30000000000000004,0.8076923076923077
1621,驚怕,0.35,0.7564102564102564
1622,驚恐,0.55,0.8589743589743588
1623,驚悚,0.55,0.8589743589743588
1624,驚異,0.30000000000000004,0.7820512820512819
1625,驚訝,0.0,0.7820512820512819
1626,驚喜,0.55,0.8076923076923077
1627,驚愕,0.35,0.8076923076923077
1628,驚慌,0.44999999999999996,0.8333333333333333
1629,驚嘆,0.10000000000000009,0.8333333333333333
1630,驚疑,0.25,0.7820512820512819
1631,驚歎,0.0,0.8333333333333333
1632,驚險,0.25,0.8333333333333333
1633,驚駭,0.44999999999999996,0.8589743589743588
1634,驚嚇,0.5,0.8589743589743588
1635,驚擾,0.4,0.7307692307692306
1636,體面,0.3500000000000001,0.5512820512820513
1637,體貼,0.5,0.5769230769230769
1638,體會,0.3500000000000001,0.4230769230769231
1639,體諒,0.3999999999999999,0.4743589743589743
1640,靈巧,0.55,0.4743589743589743
1641,靈活,0.44999999999999996,0.3974358974358974
1642,靈敏,0.3999999999999999,0.3974358974358974
1643,靈感,0.30000000000000004,0.3974358974358974
1644,齷齪,0.7,0.8846153846153846
1645,讚,0.6499999999999999,0.5769230769230769
1646,讚不絕口,0.7999999999999998,0.8846153846153846
1647,讚佩,0.7,0.7564102564102564
1648,讚嘆,0.6499999999999999,0.7820512820512819
1649,讚歎,0.6499999999999999,0.7820512820512819
1650,讚賞,0.7,0.7307692307692306
1651,鬱,0.5,0.4743589743589743
1652,貪污,0.8,0.8333333333333333
1653,進行,0.10000000000000009,0.2948717948717948
1654,舉行,0.1499999999999999,0.3461538461538461
1655,發展,0.30000000000000004,0.3974358974358974
1656,參加,0.10000000000000009,0.3974358974358974
1657,增加,0.19999999999999996,0.37179487179487175
1658,合作,0.3500000000000001,0.3974358974358974
1659,接受,0.1499999999999999,0.3205128205128205
1660,成為,0.10000000000000009,0.3461538461538461
1661,完成,0.3500000000000001,0.49999999999999994
1662,獲得,0.30000000000000004,0.3974358974358974
1663,通過,0.3500000000000001,0.4230769230769231
1664,特別,0.19999999999999996,0.3974358974358974
1665,瞭解,0.1499999999999999,0.3205128205128205
1666,重要,0.25,0.5769230769230769
1667,建設,0.30000000000000004,0.3461538461538461
1668,管理,0.10000000000000009,0.2692307692307692
1669,改革,0.30000000000000004,0.5512820512820513
1670,開放,0.30000000000000004,0.4487179487179486
1671,成長,0.44999999999999996,0.4743589743589743
1672,正式,0.10000000000000009,0.3974358974358974
1673,準備,0.0,0.3461538461538461
1674,開發,0.19999999999999996,0.4487179487179486
1675,說明,0.050000000000000044,0.2948717948717948
1676,聯合,0.0,0.37179487179487175
1677,經營,0.19999999999999996,0.37179487179487175
1678,機會,0.30000000000000004,0.4230769230769231
1679,生產,0.19999999999999996,0.37179487179487175
1680,專家,0.30000000000000004,0.3974358974358974
1681,努力,0.44999999999999996,0.6025641025641024
1682,注意,0.1499999999999999,0.4487179487179486
1683,達成,0.3500000000000001,0.49999999999999994
1684,負責,0.25,0.3974358974358974
1685,資源,0.10000000000000009,0.2179487179487179
1686,公開,0.10000000000000009,0.3461538461538461
1687,穩定,0.25,0.2948717948717948
1688,提高,0.19999999999999996,0.49999999999999994
1689,能力,0.1499999999999999,0.2692307692307692
1690,達到,0.19999999999999996,0.49999999999999994
1691,法律,0.10000000000000009,0.3205128205128205
1692,重視,0.1499999999999999,0.5769230769230769
1693,協調,0.0,0.3974358974358974
1694,全面,0.0,0.3205128205128205
1695,考慮,0.10000000000000009,0.3461538461538461
1696,健康,0.25,0.37179487179487175
1697,實際,0.0,0.2692307692307692
1698,全力,0.19999999999999996,0.5512820512820513
1699,擁有,0.1499999999999999,0.3974358974358974
1700,必要,0.0,0.5512820512820513
1701,經驗,0.1499999999999999,0.2692307692307692
1702,促進,0.30000000000000004,0.5512820512820513
1703,藝術,0.1499999999999999,0.2179487179487179
1704,獨立,0.1499999999999999,0.2948717948717948
1705,訓練,0.050000000000000044,0.3974358974358974
1706,提升,0.25,0.4743589743589743
1707,衛生,0.19999999999999996,0.2692307692307692
1708,明顯,0.1499999999999999,0.3461538461538461
1709,知道,0.10000000000000009,0.2692307692307692
1710,符合,0.25,0.2948717948717948
1711,堅持,0.30000000000000004,0.5256410256410255
1712,給予,0.19999999999999996,0.3974358974358974
1713,正常,0.19999999999999996,0.2948717948717948
1714,權益,0.050000000000000044,0.3461538461538461
1715,地位,0.10000000000000009,0.3461538461538461
1716,很多,0.1499999999999999,0.3974358974358974
1717,音樂,0.050000000000000044,0.24358974358974356
1718,良好,0.44999999999999996,0.3974358974358974
1719,承認,0.0,0.3461538461538461
1720,高級,0.30000000000000004,0.4230769230769231
1721,學習,0.1499999999999999,0.3461538461538461
1722,福利,0.3999999999999999,0.37179487179487175
1723,自然,0.050000000000000044,0.2948717948717948
1724,通知,0.0,0.2948717948717948
1725,明確,0.30000000000000004,0.2948717948717948
1726,真正,0.10000000000000009,0.3205128205128205
1727,確實,0.10000000000000009,0.3205128205128205
1728,公平,0.19999999999999996,0.37179487179487175
1729,充分,0.19999999999999996,0.4230769230769231
1730,得到,0.1499999999999999,0.37179487179487175
1731,規範,0.10000000000000009,0.2948717948717948
1732,一致,0.050000000000000044,0.3205128205128205
1733,合理,0.19999999999999996,0.3205128205128205
1734,支援,0.1499999999999999,0.3974358974358974
1735,主動,0.19999999999999996,0.49999999999999994
1736,掌握,0.050000000000000044,0.3974358974358974
1737,紀念,0.1499999999999999,0.24358974358974356
1738,容易,0.1499999999999999,0.2692307692307692
1739,領先,0.3500000000000001,0.49999999999999994
1740,安定,0.1499999999999999,0.2692307692307692
1741,財產,0.050000000000000044,0.16666666666666663
1742,合法,0.19999999999999996,0.2948717948717948
1743,實現,0.19999999999999996,0.37179487179487175
1744,獲利,0.3999999999999999,0.4487179487179486
1745,防止,0.050000000000000044,0.49999999999999994
1746,創造,0.30000000000000004,0.4230769230769231
1747,迅速,0.19999999999999996,0.4743589743589743
1748,進步,0.3999999999999999,0.4743589743589743
1749,秩序,0.1499999999999999,0.2948717948717948
1750,當然,0.050000000000000044,0.37179487179487175
1751,正確,0.3500000000000001,0.3974358974358974
1752,推薦,0.30000000000000004,0.4230769230769231
1753,特色,0.1499999999999999,0.2692307692307692
1754,實在,0.10000000000000009,0.2948717948717948
1755,澄清,0.1499999999999999,0.37179487179487175
1756,繁榮,0.3999999999999999,0.37179487179487175
1757,時機,0.050000000000000044,0.2692307692307692
1758,解除,0.050000000000000044,0.2948717948717948
1759,批准,0.10000000000000009,0.2692307692307692
1760,認同,0.3500000000000001,0.4487179487179486
1761,完整,0.19999999999999996,0.2948717948717948
1762,夥伴,0.10000000000000009,0.2692307692307692
1763,贊成,0.30000000000000004,0.4487179487179486
1764,期待,0.30000000000000004,0.5769230769230769
1765,增進,0.19999999999999996,0.4230769230769231
1766,著名,0.25,0.3205128205128205
1767,表揚,0.25,0.4487179487179486
1768,遵守,0.050000000000000044,0.24358974358974356
1769,創新,0.30000000000000004,0.4487179487179486
1770,享有,0.10000000000000009,0.3205128205128205
1771,平衡,0.10000000000000009,0.2179487179487179
1772,詳細,0.10000000000000009,0.2692307692307692
1773,許可,0.10000000000000009,0.2692307692307692
1774,方便,0.25,0.3461538461538461
1775,自動,0.10000000000000009,0.2179487179487179
1776,友好,0.30000000000000004,0.4230769230769231
1777,合格,0.3500000000000001,0.37179487179487175
1778,健全,0.30000000000000004,0.3461538461538461
1779,固定,0.050000000000000044,0.2179487179487179
1780,學會,0.25,0.2948717948717948
1781,審慎,0.1499999999999999,0.3461538461538461
1782,實行,0.050000000000000044,0.3205128205128205
1783,信用,0.25,0.3461538461538461
1784,傑出,0.6000000000000001,0.49999999999999994
1785,的確,0.050000000000000044,0.24358974358974356
1786,義務,0.0,0.2692307692307692
1787,思考,0.10000000000000009,0.2948717948717948
1788,黃金,0.1499999999999999,0.2692307692307692
1789,促成,0.19999999999999996,0.4230769230769231
1790,習慣,0.0,0.24358974358974356
1791,毫無,0.19999999999999996,0.2692307692307692
1792,專門,0.050000000000000044,0.3205128205128205
1793,顯著,0.10000000000000009,0.4230769230769231
1794,慰問,0.19999999999999996,0.4230769230769231
1795,清理,0.050000000000000044,0.3974358974358974
1796,請求,0.10000000000000009,0.3974358974358974
1797,重要性,0.0,0.49999999999999994
1798,平等,0.19999999999999996,0.2948717948717948
1799,務實,0.25,0.3205128205128205
1800,正義,0.3500000000000001,0.4743589743589743
1801,消除,0.25,0.4230769230769231
1802,清除,0.25,0.4230769230769231
1803,休息,0.050000000000000044,0.2179487179487179
1804,成熟,0.19999999999999996,0.2692307692307692
1805,理性,0.1499999999999999,0.2692307692307692
1806,強大,0.30000000000000004,0.5512820512820513
1807,減輕,0.050000000000000044,0.3461538461538461
1808,革命,0.0,0.6538461538461537
1809,法定,0.0,0.3205128205128205
1810,贊助,0.25,0.3974358974358974
1811,明白,0.0,0.3461538461538461
1812,可行,0.1499999999999999,0.37179487179487175
1813,公正,0.3999999999999999,0.3974358974358974
1814,福祉,0.30000000000000004,0.2948717948717948
1815,克服,0.050000000000000044,0.5512820512820513
1816,助益,0.30000000000000004,0.4230769230769231
1817,道德,0.1499999999999999,0.2948717948717948
1818,圓滿,0.3500000000000001,0.4230769230769231
1819,適應,0.050000000000000044,0.37179487179487175
1820,奪得,0.050000000000000044,0.5769230769230769
1821,生效,0.1499999999999999,0.3461538461538461
1822,期許,0.19999999999999996,0.4487179487179486
1823,便利,0.25,0.2948717948717948
1824,熟悉,0.10000000000000009,0.37179487179487175
1825,正當,0.30000000000000004,0.37179487179487175
1826,履行,0.050000000000000044,0.3461538461538461
1827,凝聚,0.1499999999999999,0.3205128205128205
1828,革新,0.30000000000000004,0.5512820512820513
1829,友誼,0.3500000000000001,0.37179487179487175
1830,奮鬥,0.3999999999999999,0.6025641025641024
1831,自主,0.1499999999999999,0.3974358974358974
1832,巨大,0.050000000000000044,0.4743589743589743
1833,開拓,0.1499999999999999,0.4487179487179486
1834,過關,0.25,0.49999999999999994
1835,營養,0.10000000000000009,0.24358974358974356
1836,適度,0.050000000000000044,0.24358974358974356
1837,罕見,0.050000000000000044,0.3974358974358974
1838,天然,0.1499999999999999,0.3205128205128205
1839,首位,0.19999999999999996,0.2948717948717948
1840,讓步,0.10000000000000009,0.3205128205128205
1841,深刻,0.10000000000000009,0.4487179487179486
1842,得獎,0.5,0.6025641025641024
1843,致意,0.050000000000000044,0.3974358974358974
1844,名譽,0.30000000000000004,0.3974358974358974
1845,愛國,0.44999999999999996,0.6025641025641024
1846,中和,0.10000000000000009,0.2179487179487179
1847,嚴密,0.050000000000000044,0.4743589743589743
1848,突出,0.1499999999999999,0.49999999999999994
1849,理解,0.19999999999999996,0.3974358974358974
1850,前進,0.25,0.3974358974358974
1851,聲望,0.25,0.3461538461538461
1852,慎重,0.1499999999999999,0.3461538461538461
1853,熱心,0.3500000000000001,0.5256410256410255
1854,推進,0.050000000000000044,0.4743589743589743
1855,愉快,0.5,0.4743589743589743
1856,技巧,0.050000000000000044,0.2692307692307692
1857,允諾,0.10000000000000009,0.3461538461538461
1858,感動,0.30000000000000004,0.4743589743589743
1859,良性,0.3500000000000001,0.37179487179487175
1860,清潔,0.050000000000000044,0.3205128205128205
1861,便宜,0.25,0.24358974358974356
1862,想像,0.050000000000000044,0.3205128205128205
1863,蓬勃,0.25,0.5256410256410255
1864,資助,0.10000000000000009,0.3461538461538461
1865,警覺,0.10000000000000009,0.4230769230769231
1866,發達,0.25,0.49999999999999994
1867,無罪,0.10000000000000009,0.37179487179487175
1868,均衡,0.050000000000000044,0.24358974358974356
1869,分工,0.050000000000000044,0.2692307692307692
1870,精密,0.1499999999999999,0.3205128205128205
1871,卓越,0.3999999999999999,0.4487179487179486
1872,充份,0.1499999999999999,0.37179487179487175
1873,職責,0.0,0.2692307692307692
1874,自願,0.0,0.3461538461538461
1875,輔助,0.050000000000000044,0.3205128205128205
1876,倫理,0.050000000000000044,0.24358974358974356
1877,互惠,0.3500000000000001,0.37179487179487175
1878,平息,0.050000000000000044,0.3461538461538461
1879,及格,0.25,0.37179487179487175
1880,創立,0.10000000000000009,0.2948717948717948
1881,節約,0.10000000000000009,0.2948717948717948
1882,財富,0.1499999999999999,0.2948717948717948
1883,建設性,0.19999999999999996,0.2948717948717948
1884,互利,0.19999999999999996,0.3461538461538461
1885,切實,0.050000000000000044,0.3205128205128205
1886,招待,0.10000000000000009,0.3974358974358974
1887,效能,0.10000000000000009,0.3461538461538461
1888,諒解,0.050000000000000044,0.37179487179487175
1889,開採,0.050000000000000044,0.3461538461538461
1890,生育,0.050000000000000044,0.4230769230769231
1891,美化,0.25,0.3974358974358974
1892,夢想,0.30000000000000004,0.4487179487179486
1893,優質,0.55,0.4230769230769231
1894,獨特,0.3500000000000001,0.3974358974358974
1895,留意,0.050000000000000044,0.3205128205128205
1896,無疑,0.0,0.2692307692307692
1897,理會,0.0,0.2948717948717948
1898,約定,0.050000000000000044,0.37179487179487175
1899,締造,0.10000000000000009,0.4487179487179486
1900,賺錢,0.1499999999999999,0.4487179487179486
1901,充裕,0.30000000000000004,0.37179487179487175
1902,通用,0.050000000000000044,0.2948717948717948
1903,合乎,0.050000000000000044,0.2692307692307692
1904,毫不,0.1499999999999999,0.3461538461538461
1905,簡易,0.1499999999999999,0.2692307692307692
1906,絕無,0.10000000000000009,0.3461538461538461
1907,精緻,0.25,0.2948717948717948
1908,光明,0.3999999999999999,0.3461538461538461
1909,好事,0.3999999999999999,0.3461538461538461
1910,注目,0.050000000000000044,0.3461538461538461
1911,免除,0.0,0.37179487179487175
1912,穩固,0.19999999999999996,0.3461538461538461
1913,保密,0.050000000000000044,0.3205128205128205
1914,樂見,0.25,0.4487179487179486
1915,道理,0.050000000000000044,0.2692307692307692
1916,改良,0.1499999999999999,0.3974358974358974
1917,新鮮,0.25,0.3461538461538461
1918,透明,0.0,0.24358974358974356
1919,古典,0.050000000000000044,0.2179487179487179
1920,趣味,0.19999999999999996,0.3974358974358974
1921,集資,0.050000000000000044,0.37179487179487175
1922,專屬,0.1499999999999999,0.3205128205128205
1923,敬佩,0.30000000000000004,0.4487179487179486
1924,友善,0.3999999999999999,0.37179487179487175
1925,人性,0.0,0.2179487179487179
1926,合適,0.1499999999999999,0.2692307692307692
1927,天使,0.3999999999999999,0.3461538461538461
1928,一流,0.44999999999999996,0.4487179487179486
1929,助長,0.10000000000000009,0.4487179487179486
1930,嚴謹,0.050000000000000044,0.3974358974358974
1931,吸引力,0.10000000000000009,0.3205128205128205
1932,優於,0.10000000000000009,0.4230769230769231
1933,互助,0.19999999999999996,0.3205128205128205
1934,深切,0.0,0.37179487179487175
1935,好奇,0.0,0.3974358974358974
1936,衛冕,0.25,0.49999999999999994
1937,守法,0.19999999999999996,0.3205128205128205
1938,充足,0.1499999999999999,0.37179487179487175
1939,嶄新,0.3500000000000001,0.49999999999999994
1940,不遺餘力,0.30000000000000004,0.5769230769230769
1941,特大,0.10000000000000009,0.5256410256410255
1942,才藝,0.19999999999999996,0.2948717948717948
1943,誠摯,0.3500000000000001,0.3974358974358974
1944,準確,0.19999999999999996,0.3205128205128205
1945,妥當,0.10000000000000009,0.2948717948717948
1946,加薪,0.30000000000000004,0.4487179487179486
1947,發覺,0.0,0.24358974358974356
1948,熱忱,0.25,0.4743589743589743
1949,補足,0.050000000000000044,0.2948717948717948
1950,節制,0.0,0.3205128205128205
1951,暢談,0.19999999999999996,0.5512820512820513
1952,鼓掌,0.30000000000000004,0.5512820512820513
1953,在意,0.0,0.3461538461538461
1954,精確,0.19999999999999996,0.3461538461538461
1955,矯正,0.050000000000000044,0.37179487179487175
1956,聲譽,0.10000000000000009,0.3974358974358974
1957,無比,0.10000000000000009,0.2692307692307692
1958,無異議,0.050000000000000044,0.24358974358974356
1959,去除,0.050000000000000044,0.2948717948717948
1960,實用,0.1499999999999999,0.3461538461538461
1961,誠懇,0.3999999999999999,0.37179487179487175
1962,協力,0.19999999999999996,0.3205128205128205
1963,發育,0.1499999999999999,0.3205128205128205
